Sr No.,Reference No  (URN),Journal Date,"Date of Purchase",Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations,Issue Branch Code,Issue Teller,Status
15253,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,OC,6074,"1,00,00,000",813,6188222,Paid
15254,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,OC,6070,"1,00,00,000",813,6188222,Paid
15255,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,TL,9480,"10,00,000",813,6188222,Paid
15256,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,TL,9476,"10,00,000",813,6188222,Paid
15257,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,TL,9478,"10,00,000",813,6188222,Paid
15258,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,TL,9484,"10,00,000",813,6188222,Paid
15259,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,TL,9482,"10,00,000",813,6188222,Paid
15260,8.13202E+20,06-Oct-23,06-Oct-23,20-Oct-23,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,TL,9486,"10,00,000",813,6188222,Paid
15261,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,OC,16360,"1,00,00,000",1,5898161,Paid
15262,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,OC,16366,"1,00,00,000",1,5898161,Paid
15263,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,OC,16368,"1,00,00,000",1,5898161,Paid
15264,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,OC,16364,"1,00,00,000",1,5898161,Paid
15265,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,OC,16362,"1,00,00,000",1,5898161,Paid
15266,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15554,"10,00,000",1,5898161,Paid
15267,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15556,"10,00,000",1,5898161,Paid
15268,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15582,"10,00,000",1,5898161,Paid
15269,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15578,"10,00,000",1,5898161,Paid
15270,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15576,"10,00,000",1,5898161,Paid
15271,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15574,"10,00,000",1,5898161,Paid
15272,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15588,"10,00,000",1,5898161,Paid
15273,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15584,"10,00,000",1,5898161,Paid
15274,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15566,"10,00,000",1,5898161,Paid
15275,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15586,"10,00,000",1,5898161,Paid
15276,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15580,"10,00,000",1,5898161,Paid
15277,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15552,"10,00,000",1,5898161,Paid
15278,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15564,"10,00,000",1,5898161,Paid
15279,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15562,"10,00,000",1,5898161,Paid
15280,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15560,"10,00,000",1,5898161,Paid
15281,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15572,"10,00,000",1,5898161,Paid
15282,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15590,"10,00,000",1,5898161,Paid
15283,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15568,"10,00,000",1,5898161,Paid
15284,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15558,"10,00,000",1,5898161,Paid
15285,1.20231E+18,06-Oct-23,06-Oct-23,20-Oct-23,TRANSWAYS EXIM PRIVATE LIMITED,TL,15570,"10,00,000",1,5898161,Paid
15286,6.28202E+20,06-Oct-23,06-Oct-23,20-Oct-23,TRIDENT LIMITED,OC,539,"1,00,00,000",628,5809436,Paid
15287,6.28202E+20,06-Oct-23,06-Oct-23,20-Oct-23,TRIDENT LIMITED,OC,541,"1,00,00,000",628,5809436,Paid
15288,6.28202E+20,06-Oct-23,06-Oct-23,20-Oct-23,TRIDENT LIMITED,OC,533,"1,00,00,000",628,5809436,Paid
15289,6.28202E+20,06-Oct-23,06-Oct-23,20-Oct-23,TRIDENT LIMITED,OC,536,"1,00,00,000",628,5809436,Paid
15290,6.28202E+20,06-Oct-23,06-Oct-23,20-Oct-23,TRIDENT LIMITED,OC,544,"1,00,00,000",628,5809436,Paid
15291,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14051,"1,00,00,000",691,8212066,Paid
15292,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14077,"1,00,00,000",691,8212066,Paid
15293,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14083,"1,00,00,000",691,8212066,Paid
15294,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14047,"1,00,00,000",691,8212066,Paid
15295,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14081,"1,00,00,000",691,8212066,Paid
15296,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14069,"1,00,00,000",691,8212066,Paid
15297,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14057,"1,00,00,000",691,8212066,Paid
15298,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14079,"1,00,00,000",691,8212066,Paid
15299,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14067,"1,00,00,000",691,8212066,Paid
15300,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14045,"1,00,00,000",691,8212066,Paid
15301,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14041,"1,00,00,000",691,8212066,Paid
15302,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14055,"1,00,00,000",691,8212066,Paid
15303,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14089,"1,00,00,000",691,8212066,Paid
15304,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14085,"1,00,00,000",691,8212066,Paid
15305,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14061,"1,00,00,000",691,8212066,Paid
15306,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14043,"1,00,00,000",691,8212066,Paid
15307,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14049,"1,00,00,000",691,8212066,Paid
15308,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14065,"1,00,00,000",691,8212066,Paid
15309,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14059,"1,00,00,000",691,8212066,Paid
15310,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14071,"1,00,00,000",691,8212066,Paid
15311,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14053,"1,00,00,000",691,8212066,Paid
15312,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14087,"1,00,00,000",691,8212066,Paid
15313,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14063,"1,00,00,000",691,8212066,Paid
15314,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14073,"1,00,00,000",691,8212066,Paid
15315,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VEDANTA LIMITED,OC,14075,"1,00,00,000",691,8212066,Paid
15316,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VIVEK BANSAL,OL,28831,"1,00,000",691,8212066,Paid
15317,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VIVEK BANSAL,OL,28835,"1,00,000",691,8212066,Paid
15318,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VIVEK BANSAL,OL,28837,"1,00,000",691,8212066,Paid
15319,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VIVEK BANSAL,OL,28829,"1,00,000",691,8212066,Paid
15320,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VIVEK BANSAL,OL,28839,"1,00,000",691,8212066,Paid
15321,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VIVEK BANSAL,OL,28833,"1,00,000",691,8212066,Paid
15322,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,VIVEK BANSAL,OL,28827,"1,00,000",691,8212066,Paid
15323,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15861,"1,00,00,000",847,6458726,Paid
15324,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15905,"1,00,00,000",847,6458726,Paid
15325,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15869,"1,00,00,000",847,6458726,Paid
15326,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15828,"1,00,00,000",847,6458726,Paid
15327,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15903,"1,00,00,000",847,6458726,Paid
15328,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15834,"1,00,00,000",847,6458726,Paid
15329,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15832,"1,00,00,000",847,6458726,Paid
15330,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15885,"1,00,00,000",847,6458726,Paid
15331,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15889,"1,00,00,000",847,6458726,Paid
15332,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15850,"1,00,00,000",847,6458726,Paid
15333,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15895,"1,00,00,000",847,6458726,Paid
15334,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15873,"1,00,00,000",847,6458726,Paid
15335,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15848,"1,00,00,000",847,6458726,Paid
15336,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15826,"1,00,00,000",847,6458726,Paid
15337,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15893,"1,00,00,000",847,6458726,Paid
15338,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15887,"1,00,00,000",847,6458726,Paid
15339,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15853,"1,00,00,000",847,6458726,Paid
15340,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15863,"1,00,00,000",847,6458726,Paid
15341,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15846,"1,00,00,000",847,6458726,Paid
15342,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15901,"1,00,00,000",847,6458726,Paid
15343,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15857,"1,00,00,000",847,6458726,Paid
15344,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15875,"1,00,00,000",847,6458726,Paid
15345,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15891,"1,00,00,000",847,6458726,Paid
15346,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15865,"1,00,00,000",847,6458726,Paid
15347,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15844,"1,00,00,000",847,6458726,Paid
15348,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15840,"1,00,00,000",847,6458726,Paid
15349,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15859,"1,00,00,000",847,6458726,Paid
15350,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15899,"1,00,00,000",847,6458726,Paid
15351,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15871,"1,00,00,000",847,6458726,Paid
15352,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15867,"1,00,00,000",847,6458726,Paid
15353,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15897,"1,00,00,000",847,6458726,Paid
15354,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15836,"1,00,00,000",847,6458726,Paid
15355,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15830,"1,00,00,000",847,6458726,Paid
15356,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15838,"1,00,00,000",847,6458726,Paid
15357,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15879,"1,00,00,000",847,6458726,Paid
15358,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15881,"1,00,00,000",847,6458726,Paid
15359,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15842,"1,00,00,000",847,6458726,Paid
15360,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15877,"1,00,00,000",847,6458726,Paid
15361,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15855,"1,00,00,000",847,6458726,Paid
15362,8.47202E+20,06-Oct-23,06-Oct-23,20-Oct-23,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,OC,15883,"1,00,00,000",847,6458726,Paid
15363,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14019,"1,00,00,000",691,8212066,Paid
15364,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14009,"1,00,00,000",691,8212066,Paid
15365,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14003,"1,00,00,000",691,8212066,Paid
15366,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14015,"1,00,00,000",691,8212066,Paid
15367,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14001,"1,00,00,000",691,8212066,Paid
15368,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14011,"1,00,00,000",691,8212066,Paid
15369,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14005,"1,00,00,000",691,8212066,Paid
15370,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14017,"1,00,00,000",691,8212066,Paid
15371,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14007,"1,00,00,000",691,8212066,Paid
15372,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14013,"1,00,00,000",691,8212066,Paid
15373,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14014,"1,00,00,000",691,8212066,Paid
15374,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14028,"1,00,00,000",691,8212066,Paid
15375,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14026,"1,00,00,000",691,8212066,Paid
15376,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14022,"1,00,00,000",691,8212066,Paid
15377,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14018,"1,00,00,000",691,8212066,Paid
15378,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14012,"1,00,00,000",691,8212066,Paid
15379,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14020,"1,00,00,000",691,8212066,Paid
15380,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14016,"1,00,00,000",691,8212066,Paid
15381,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14024,"1,00,00,000",691,8212066,Paid
15382,6.91202E+20,06-Oct-23,06-Oct-23,20-Oct-23,YASHODA SUPER SPECIALITY HOSPITAL,OC,14010,"1,00,00,000",691,8212066,Paid
15383,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OC,16363,"1,00,00,000",1,5898161,Paid
15384,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OC,16365,"1,00,00,000",1,5898161,Paid
15385,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OC,16361,"1,00,00,000",1,5898161,Paid
15386,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OC,16367,"1,00,00,000",1,5898161,Paid
15387,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,TL,15577,"10,00,000",1,5898161,Paid
15388,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,TL,15300,"10,00,000",1,5898161,Paid
15389,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OL,29685,"1,00,000",1,5898161,Paid
15390,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OL,29691,"1,00,000",1,5898161,Paid
15391,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OL,29687,"1,00,000",1,5898161,Paid
15392,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OL,29683,"1,00,000",1,5898161,Paid
15393,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,ABHRAJIT MITRA,OL,29689,"1,00,000",1,5898161,Paid
15394,8.13202E+20,07-Oct-23,07-Oct-23,21-Oct-23,AJAY SARAF,TL,9490,"10,00,000",813,6188222,Paid
15395,8.13202E+20,07-Oct-23,07-Oct-23,21-Oct-23,AJAY SARAF,TL,9496,"10,00,000",813,6188222,Paid
15396,8.13202E+20,07-Oct-23,07-Oct-23,21-Oct-23,AJAY SARAF,TL,9494,"10,00,000",813,6188222,Paid
15397,8.13202E+20,07-Oct-23,07-Oct-23,21-Oct-23,AJAY SARAF,TL,9488,"10,00,000",813,6188222,Paid
15398,8.13202E+20,07-Oct-23,07-Oct-23,21-Oct-23,AJAY SARAF,TL,9492,"10,00,000",813,6188222,Paid
15399,8.47202E+20,07-Oct-23,07-Oct-23,21-Oct-23,GVPR ENGINEERS LTD,OC,15936,"1,00,00,000",847,6458726,Paid
15400,8.47202E+20,07-Oct-23,07-Oct-23,21-Oct-23,GVPR ENGINEERS LTD,OC,15928,"1,00,00,000",847,6458726,Paid
15401,8.47202E+20,07-Oct-23,07-Oct-23,21-Oct-23,GVPR ENGINEERS LTD,OC,15932,"1,00,00,000",847,6458726,Paid
15402,8.47202E+20,07-Oct-23,07-Oct-23,21-Oct-23,GVPR ENGINEERS LTD,OC,15930,"1,00,00,000",847,6458726,Paid
15403,8.47202E+20,07-Oct-23,07-Oct-23,21-Oct-23,GVPR ENGINEERS LTD,OC,15934,"1,00,00,000",847,6458726,Paid
15404,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,HIMANGA MERCANTILES PVT LTD,TL,15608,"10,00,000",1,5898161,Paid
15405,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,HIMANGA MERCANTILES PVT LTD,OL,29692,"1,00,000",1,5898161,Paid
15406,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,HIMANGA MERCANTILES PVT LTD,OL,29696,"1,00,000",1,5898161,Paid
15407,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,HIMANGA MERCANTILES PVT LTD,OL,29694,"1,00,000",1,5898161,Paid
15408,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,HIMANGA MERCANTILES PVT LTD,OL,29690,"1,00,000",1,5898161,Paid
15409,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,HIMANGA MERCANTILES PVT LTD,OL,29698,"1,00,000",1,5898161,Paid
15410,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,OC,16371,"1,00,00,000",1,5898161,Paid
15411,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,OC,16373,"1,00,00,000",1,5898161,Paid
15412,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,OC,16369,"1,00,00,000",1,5898161,Paid
15413,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15613,"10,00,000",1,5898161,Paid
15414,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15617,"10,00,000",1,5898161,Paid
15415,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15589,"10,00,000",1,5898161,Paid
15416,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15615,"10,00,000",1,5898161,Paid
15417,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15621,"10,00,000",1,5898161,Paid
15418,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15633,"10,00,000",1,5898161,Paid
15419,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15603,"10,00,000",1,5898161,Paid
15420,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15583,"10,00,000",1,5898161,Paid
15421,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15623,"10,00,000",1,5898161,Paid
15422,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15631,"10,00,000",1,5898161,Paid
15423,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15625,"10,00,000",1,5898161,Paid
15424,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15585,"10,00,000",1,5898161,Paid
15425,1.20231E+18,07-Oct-23,07-Oct-23,21-Oct-23,MKJ ENTERPRISES LIMITED,TL,15591,"10,00,000",1,5898161,Paid
